V4_ID,v3_ID,Gene_symbol,full_name,v4_source,v3_source,Chromosome,Start,End,
Zm00001d025830,GRMZM2G160473,dcl4,dicer-like4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Petsch et al., 2015; from ChromDB sequence",Chr10,"131,181,940","131,237,004",
Zm00001d005950,GRMZM2G040933,dct1,dicarboxylic acid transporter1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from B73_v2 alignment to cDNA AB112937,Chr2,"193,717,043","193,722,275",
Zm00001d031253,GRMZM2G086258,dct2,dicarboxylic acid transporter2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from B73_V2 alignment to cDNA AB112938,Chr1,"183,880,314","183,892,062",
Zm00001d004925,GRMZM2G403562,ddt1,DDT-transcription factor 1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"149,182,642","149,191,037",
Zm00001d022417,GRMZM2G128176,ddt4,DDT-transcription factor 4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"177,212,840","177,223,260",
,AC196465.3_FG006,ddt5,DDT-transcription factor 5,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"149,438,422","149,444,943",
Zm00001d023391,GRMZM2G314661,ddt6,DDT-transcription factor 6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr10,"4,470,647","4,479,429",
Zm00001d023718,GRMZM2G091819,de18,defective18,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"from alignment of sequence DQ995287 and Bernardi, J et al. 2012.",Chr10,"16,725,273","16,728,563",
Zm00001d019158,AF546188.1_FG007,de30,defective endosperm B30,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Based on homology to Genbank Acc No. AY434688 (Kim et al. 2004),Chr7,"19,547,036","19,547,758",
Zm00001d024303,GRMZM2G368890,def1,defensin-like protein1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Liu et al., 2016",Chr10,"62,903,387","62,904,298",
Zm00001d024302,GRMZM2G368861,def2,defensin-like protein2,,"Liu et al., 2016",Chr10,"62,902,288","62,903,162",
Zm00001d018254,GRMZM2G149869,def3,defensin-like protein3,,,Chr5,"217,440,263","217,440,881",
Zm00001d017292,GRMZM2G153488,def4,defensin-like protein4,,,Chr5,"192,003,418","192,004,251",
Zm00001d028818,GRMZM2G321753,dek1,defective kernel1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr1,"47,566,046","47,589,502",
Zm00001d053802,GRMZM2G087226,dek10,defective kernel10,,"Qi et al., 2017",Chr4,"241,403,906","241,405,327",
Zm00001d023331,GRMZM2G304965,dek140,defective kernel140,,"Ren et al., 2019",Chr10,"3,594,888","3,597,482",
Zm00001d052197,GRMZM2G079796,dek15,defective kernel15,,,Chr4,"183,014,106","183,034,189",
Zm00001d038257,GRMZM2G111984,dek19,defective kernel19,,,Chr6,"152,487,340","152,494,612",
Zm00001d034882,GRMZM2G110851,dek2,defective kernel2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Qi et al., 2016",Chr1,"304,635,949","304,637,841",
Zm00001d016475,GRMZM2G090068,dek33,defective kernel33,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Hasnain et al., 2013",Chr5,"163,826,847","163,837,823",
Zm00001d033749,GRMZM2G066749,dek35,defective kernel35,,"Chen et al., 2016",Chr1,"272,717,186","272,719,728",
Zm00001d013136,GRMZM5G892151,dek36,defective kernel36,,"Wang et al., 2017",Chr5,"5,332,065","5,334,626",
Zm00001d003543,GRMZM2G021319,dek37,defective kernel37,,,Chr2,"47,658,250","47,659,893",
Zm00001d014595,GRMZM2G048851,dek38,defective kernel38,,,Chr5,"54,656,640","54,665,486",
Zm00001d047013,GRMZM2G345128,dek39,defective kernel39,,"Li et al., 2017",Chr9,"115,242,444","115,244,729",
Zm00001d011478,GRMZM2G019538,dek40,defective kernel40,,"Wang et al., 2019",Chr8,"151,704,998","151,707,238",
Zm00001d021053,GRMZM2G127015,dek41,defective kernel41,,,Chr7,"141,602,512","141,603,882",
Zm00001d052865,GRMZM5G866627,dek44,defective kernel44,associated with GRMZM5G866627,"Qi et al., 2019",Chr4,"202,871,774","202,875,602",
Zm00001d039612,GRMZM2G083374,dek5,defective kernel5,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project to farl4, (Yilmaz et al 2009); associated with dek5 (Zhang et al. 2019)",Chr3,"9,050,686","9,081,730",
Zm00001d010368,GRMZM2G117388,der1,derlin1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr8,"111,481,667","111,489,438",
Zm00001d012834,GRMZM2G082976,der2,derlin2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY854015,Chr5,"958,297","964,764",
Zm00001d037687,GRMZM2G143817,der3,derlin3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY854014,Chr6,"133,982,114","133,986,795",
Zm00001d034871,GRMZM2G112609,der4,derlin4,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AY854016,Chr1,"304,367,515","304,374,498",
Zm00001d020970,GRMZM2G004683,dfr1,dihydroflavonoid reductase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from EU968270,Chr7,"138,208,287","138,210,135",
Zm00001d031488,GRMZM2G168893,dfr2,dihydroflavonol-4-reductase2,,,Chr1,"191,775,035","191,776,945",
Zm00001d037760,GRMZM2G130749,dgati2,diacylglycerol acyltransferase-typeI2,,,Chr6,"136,606,701","136,613,008",
Zm00001d051628,GRMZM2G042356,dgatii1,diacylglycerol acyltransferase-typeII1,,,Chr4,"165,057,547","165,060,492",
Zm00001d045927,GRMZM2G050641,dgatii2,diacylglycerol acyltransferase-typeII2,,,Chr9,"47,487,176","47,490,826",
Zm00001d024765,GRMZM2G122943,dgatiii1,diacylglycerol acyltransferase-typeIII1,,,Chr10,"87,211,477","87,213,531",
Zm00001d030770,GRMZM2G076911,dgk1,diacylglycerol kinase1,,,Chr1,"159,024,989","159,029,990",
Zm00001d024212,GRMZM2G094452,dgk2,diacylglycerol kinase2,,,Chr10,"56,828,755","56,838,148",
Zm00001d002163,GRMZM2G106578,dgk3,diacylglycerol kinase3,,,Chr2,"6,959,896","6,965,024",
Zm00001d029550,GRMZM2G019562,dgk4,diacylglycerol kinase4,,,Chr1,"75,797,114","75,806,603",
Zm00001d023979,GRMZM5G827286,dgk5,diacylglycerol kinase5,,,Chr10,"33,922,137","33,926,709",
Zm00001d018333,GRMZM2G128214,dgk6,diacylglycerol kinase6,,,Chr5,"218,592,450","218,601,374",
Zm00001d043263,GRMZM2G062429,dgk7,diacylglycerol kinase7,,,Chr3,"193,696,180","193,702,740",
Zm00001d011034,GRMZM5G855672,dhar1,dehydroascorbate reductase like1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,sequence similarity to wheat DHAR cDNA AY074784,Chr8,"137,153,416","137,156,549",
Zm00001d011035,GRMZM2G005710,dhar2,dehydroascorbate reductase like2,,similar to wheat DHAR cDNA AY074784,Chr8,"137,157,191","137,159,528",
Zm00001d035595,GRMZM2G035502,dhar3,dehydroascorbate reductase like3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from alignment to wheat cDNA sequence  AY074784,Chr6,"35,975,616","35,978,715",
Zm00001d037240,GRMZM5G826194,dhar4,glutathione dehydroascorbate reductase4,,,Chr6,"117,483,616","117,495,193",
Zm00001d037894,GRMZM2G079440,dhn1,dehydrin1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr6,"141,324,495","141,325,549",
Zm00001d033483,GRMZM2G169372,dhn13,dehydrin13,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"263,981,642","263,981,944",
Zm00001d013647,GRMZM2G448511,dhn14,dehydrin14,,,Chr5,"16,131,695","16,132,021",
Zm00001d045321,GRMZM2G098750,dhn2,dehydrin2,,,Chr9,"18,926,278","18,927,731",
Zm00001d051420,GRMZM2G373522,dhn3,dehydrin3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: EU944673,Chr4,"157,872,166","157,873,662",
Zm00001d043551,GRMZM2G031308,dhn6,dehydrin6,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"203,608,743","203,613,188",
Zm00001d012776,GRMZM2G002786,dhn7,dehydrin7,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr8,"180,682,193","180,684,162",
Zm00001d041776,GRMZM2G076946,dhr2,dhurrinase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"137,250,657","137,254,412",
Zm00001d011561,GRMZM2G014066,din1,drought-induced protein 19 homolog1,"Zhang et al., 2019",,Chr8,"154,491,666","154,495,115",
Zm00001d038190,GRMZM2G010302,dip1,DBF1-interactor protein 1,,,Chr6,"151,016,911","151,026,013",
Zm00001d018631,GRMZM2G420733,dir11,dirigent protein 11,,,Chr7,"1,374,181","1,374,933",
Zm00001d016365,GRMZM2G015132,dla1,dihydrolipoamide S-acetyltransferase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr5,"159,330,634","159,338,014",
Zm00001d009402,GRMZM2G080116,dlc1,dynein light chain homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from Cell Genomics project (Oct 2013),Chr8,"62,916,759","62,917,979",
Zm00001d022613,GRMZM2G067921,dlf1,delayed flowering1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr7,"181,089,568","181,090,715",
Zm00001d036719,GRMZM2G171317,dmag1,DNA-3-methyladenine glycosylase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"98,774,782","98,779,038",
Zm00001d039115,GRMZM2G114592,dmag2b,DNA-2-methyladenine glycosylase II B,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"170,339,523","170,340,530",
Zm00001d039050,GRMZM2G117574,dmag3,DNA-3-methyladenine glycosylase 3,,,Chr6,"169,248,094","169,248,969",
Zm00001d044629,GRMZM2G109618,dmc1,disrupted meiotic cDNA homolog1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"from: NP 001141379 (Sidhu et al., 2017)",Chr3,"233,608,712","233,612,903",
Zm00001d042584,GRMZM5G856881,dmes1,diphosphocytidyl methyl erythritol synthase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Owens, BF et al. 2014",Chr3,"172,740,091","172,743,103",
Zm00001d012197,GRMZM2G172032,dmes2,diphosphocytidyl methyl erythritol synthase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"Owens, BF et al. 2014",Chr8,"169,924,646","169,928,100",
Zm00001d044822,GRMZM2G465053,dmp1,DUF679 domain membrane protein1,,,Chr9,"3,919,235","3,919,852",
Zm00001d028128,GRMZM2G005844,dng1,DNA glycosylase superfamily protein1,,,Chr1,"23,601,341","23,609,376",
Zm00001d023698,GRMZM2G152757,dnp1,diphosphonucleotide phosphatase1,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr10,"16,001,989","16,006,337",
Zm00001d043552,GRMZM2G111510,dnp2,diphosphonucleotide phosphatase2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: AF307152,Chr3,"203,662,615","203,670,708",
Zm00001d031278,,dof1,DNA-binding with one finger1,v4,,Chr1,"184,859,499","184,860,221",
Zm00001d038693,GRMZM2G435475,dof10,C2C2-Dof-transcription factor 10,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr6,"162,633,220","162,633,915",
Zm00001d030727,GRMZM2G123900,dof11,C2C2-Dof-transcription factor 11,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"156,208,993","156,211,073",
Zm00001d013783,GRMZM2G178767,dof12,C2C2-Dof-transcription factor 12,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"20,028,246","20,077,272",
Zm00001d032578,GRMZM2G456452,dof13,C2C2-Dof-transcription factor 13,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"231,149,171","231,150,619",
Zm00001d021591,GRMZM2G134545,dof14,C2C2-Dof-transcription factor 14,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"157,433,264","157,434,346",
Zm00001d024790,GRMZM2G451771,dof15,C2C2-Dof-transcription factor 15,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr10,"88,456,372","88,457,198",
Zm00001d020837,GRMZM2G089850,dof16,C2C2-Dof-transcription factor 16,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr7,"134,352,325","134,353,122",
Zm00001d051439,GRMZM2G114998,dof17,C2C2-Dof-transcription factor 17,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr4,"158,534,101","158,536,459",
Zm00001d030897,GRMZM2G131897,dof18,C2C2-Dof-transcription factor 18,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"166,299,983","166,300,456",
Zm00001d042736,GRMZM2G135703,dof19,C2C2-Dof-transcription factor 19,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"178,528,531","178,529,508",
Zm00001d005970,GRMZM2G009406,dof2,DNA binding with one finger2,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Classical Gene,Chr2,"194,261,659","194,262,393",
Zm00001d038281,GRMZM2G371058,dof20,C2C2-Dof-transcription factor 20,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr6,"153,208,694","153,209,677",
Zm00001d027846,GRMZM2G162749,dof21,C2C2-Dof-transcription factor 21,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"15,060,190","15,063,033",
Zm00001d017575,GRMZM2G171852,dof22,C2C2-Dof-transcription factor 22,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"200,157,732","200,159,935",
Zm00001d026096,GRMZM2G010290,dof23,C2C2-Dof-transcription factor 23,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr10,"138,350,501","138,351,571",
Zm00001d013200,GRMZM2G084130,dof24,C2C2-Dof-transcription factor 24,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"6,348,722","6,349,831",
Zm00001d034163,GRMZM2G108865,dof25,C2C2-Dof-transcription factor 25,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"285,470,390","285,471,475",
Zm00001d013724,GRMZM2G061292,dof26,C2C2-Dof-transcription factor 26,,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"18,617,764","18,618,771",
Zm00001d034651,GRMZM2G017470,dof27,C2C2-Dof-transcription factor 27,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"298,855,809","298,858,616",
Zm00001d034653,GRMZM2G093725,dof28,C2C2-Dof-transcription factor 28,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"298,949,392","298,950,066",
Zm00001d017788,GRMZM2G140694,dof29,C2C2-Dof-transcription factor 29,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"206,876,258","206,880,405",
Zm00001d035651,GRMZM2G179069,dof3,DNA binding with one finger3,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"38,682,464","38,684,890",
Zm00001d028625,AC233935.1_FG005,dof30,C2C2-Dof-transcription factor 30,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"41,269,098","41,270,850",
Zm00001d012963,GRMZM2G144188,dof31,C2C2-Dof-transcription factor 31,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"2,416,250","2,425,046",
Zm00001d033093,GRMZM2G011832,dof32,C2C2-Dof-transcription factor 32,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"250,113,063","250,114,145",
Zm00001d012963,GRMZM2G144172,dof33,C2C2-Dof-transcription factor 33,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr5,"2,416,250","2,425,046",
Zm00001d006463,GRMZM2G064655,dof34,C2C2-Dof-transcription factor 34,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr2,"208,994,101","208,995,156",
Zm00001d029512,GRMZM2G137502,dof36,C2C2-Dof-transcription factor 36,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"73,971,569","73,973,965",
Zm00001d043402,GRMZM2G394973,dof37,C2C2-Dof-transcription factor 37,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr3,"198,907,070","198,907,852",
Zm00001d012280,GRMZM2G042218,dof38,C2C2-Dof-transcription factor 38,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr8,"171,824,647","171,825,663",
Zm00001d033325,GRMZM2G045678,dof39,C2C2-Dof-transcription factor 39,Gene model association inferred from similarity with B73 RefGen_v3 gene models,"assigned by the Grassius project, (Yilmaz et al 2009)",Chr1,"259,066,929","259,067,873",
